pair,logic_a,logic_b,run,n_names,tickers,basket_mean_ret,portfolio_total_pnl_usd,portfolio_total_ret,qqq_ret,vs_qqq_ret,beat_qqq,positive
L1_time+L2_price,L1_time,L2_price,80,10,"ON,ADBE,MNST,AEP,PYPL,MELI,SBUX,DXCM,CDNS,IDXX",-0.0020300418400786002,-101.50209200392965,-0.002030041840078593,0.2481105102115162,-0.2501405520515948,0,0
L1_time+L2_price,L1_time,L2_price,81,10,"TXN,ROP,ADI,ISRG,WDAY,ABNB,MSFT,PDD,TEAM,GEHC",0.020627505530379908,1031.3752765189938,0.020627505530379876,0.2481105102115162,-0.2274830046811363,0,1
L1_time+L2_price,L1_time,L2_price,82,10,"APP,META,GOOGL,ODFL,CSX,TXN,INTU,AVGO,HON,COST",0.06515167503487199,3257.5837517435984,0.06515167503487197,0.2481105102115162,-0.1829588351766442,0,1
L1_time+L2_price,L1_time,L2_price,83,10,"FANG,BKNG,CTSH,EXC,GOOG,ARM,AXON,MRVL,GFS,MSTR",0.1257158781924419,6285.793909622094,0.1257158781924419,0.2481105102115162,-0.1223946320190743,0,1
L1_time+L2_price,L1_time,L2_price,84,10,"DXCM,KHC,ADBE,PDD,SNPS,CDW,CTAS,CPRT,TRI,ODFL",-0.05481983018219916,-2740.991509109958,-0.05481983018219916,0.2481105102115162,-0.30293034039371536,0,0
L1_time+L2_price,L1_time,L2_price,85,10,"KHC,MSTR,AMAT,MCHP,TEAM,TXN,MNST,ARM,CSX,CCEP",0.10360815552067155,5180.407776033579,0.10360815552067157,0.2481105102115162,-0.14450235469084466,0,1
L1_time+L2_price,L1_time,L2_price,86,10,"TMUS,AXON,TTD,MCHP,MNST,WDAY,SBUX,CCEP,KDP,LRCX",0.055518885497248746,2775.9442748624388,0.055518885497248774,0.2481105102115162,-0.19259162471426744,0,1
L1_time+L2_price,L1_time,L2_price,87,10,"GILD,VRSK,MCHP,MDB,SBUX,DXCM,VRTX,CTAS,ZS,ADI",0.029975311749942134,1498.7655874971078,0.029975311749942158,0.2481105102115162,-0.21813519846157406,0,1
L1_time+L2_price,L1_time,L2_price,88,10,"GE,CSGP,NFLX,INTU,CTAS,MU,CDW,CSCO,TXN,XEL",0.005062682553679166,253.13412768395892,0.005062682553679179,0.2481105102115162,-0.24304782765783703,0,1
L1_time+L2_price,L1_time,L2_price,89,10,"META,MCHP,TTD,XEL,NVDA,CDW,FAST,REGN,COST,TEAM",-0.07098370982419648,-3549.1854912098233,-0.07098370982419647,0.2481105102115162,-0.3190942200357127,0,0
